,joueur,poste,saison,occurence_titre,occurence_texte,tracé_titre
1364,Naqalevu,Arrière,2014-2015,0,0,1
1365,Naqalevu,Arrière,2015-2016,0,0,1
1366,Naqalevu,Arrière,2016-2017,0,0,1
1367,Naqalevu,Arrière,2017-2018,2,8,21
1368,Naqalevu,Arrière,2018-2019,3,105,31
1369,Naqalevu,Arrière,2019-2020,2,47,21
1370,Naqalevu,Arrière,2020-2021,1,74,11
1371,Naqalevu,Arrière,2021-2022,2,12,21
1372,Nathan Charles,Avant,2008-2009,0,0,1
1373,Nathan Charles,Avant,2009-2010,0,0,1
1374,Nathan Charles,Avant,2010-2011,0,0,1
1375,Nathan Charles,Avant,2011-2012,0,0,1
1376,Nathan Charles,Avant,2012-2013,0,0,1
1377,Nathan Charles,Avant,2013-2014,0,0,1
1378,Nathan Charles,Avant,2014-2015,0,0,1
1379,Nathan Charles,Avant,2015-2016,0,0,1
1380,Nathan Charles,Avant,2016-2017,2,12,21
1381,Nathan Charles,Avant,2017-2018,0,0,1
1382,Nathan Charles,Avant,2018-2019,0,0,1
1383,Nathan Charles,Avant,2019-2020,0,1,1
1384,Nathan Charles,Avant,2020-2021,0,0,1
1385,Nathan Charles,Avant,2021-2022,0,0,1
1386,Natriashvili,Avant,2008-2009,0,0,1
1387,Natriashvili,Avant,2009-2010,0,0,1
1388,Natriashvili,Avant,2010-2011,0,0,1
1389,Natriashvili,Avant,2011-2012,0,5,1
1390,Natriashvili,Avant,2012-2013,0,0,1
1391,Natriashvili,Avant,2013-2014,0,0,1
1392,Natriashvili,Avant,2014-2015,1,5,11
1393,Natriashvili,Avant,2015-2016,0,9,1
1394,Natriashvili,Avant,2016-2017,0,0,1
1395,Natriashvili,Avant,2017-2018,0,0,1
1396,Natriashvili,Avant,2018-2019,0,0,1
1397,Natriashvili,Avant,2019-2020,0,0,1
1398,Natriashvili,Avant,2020-2021,0,0,1
1399,Natriashvili,Avant,2021-2022,0,0,1
1400,Nicoué,Arrière,2008-2009,0,0,1
1401,Nicoué,Arrière,2009-2010,0,0,1
1402,Nicoué,Arrière,2010-2011,0,0,1
1403,Nicoué,Arrière,2011-2012,0,0,1
1404,Nicoué,Arrière,2012-2013,0,0,1
1405,Nicoué,Arrière,2013-2014,0,0,1
1406,Nicoué,Arrière,2014-2015,0,4,1
1407,Nicoué,Arrière,2015-2016,0,9,1
1408,Nicoué,Arrière,2016-2017,0,4,1
1409,Nicoué,Arrière,2017-2018,0,12,1
1410,Nicoué,Arrière,2018-2019,0,0,1
1411,Nicoué,Arrière,2019-2020,0,0,1
1412,Nicoué,Arrière,2020-2021,0,0,1
1413,Nicoué,Arrière,2021-2022,0,0,1
1414,Ojovan,Avant,2008-2009,0,0,1
1415,Ojovan,Avant,2009-2010,0,0,1
1416,Ojovan,Avant,2010-2011,0,0,1
1417,Ojovan,Avant,2011-2012,0,0,1
1418,Ojovan,Avant,2012-2013,0,0,1
1419,Ojovan,Avant,2013-2014,0,0,1
1420,Ojovan,Avant,2014-2015,0,0,1
1421,Ojovan,Avant,2015-2016,0,0,1
1422,Ojovan,Avant,2016-2017,0,0,1
1423,Ojovan,Avant,2017-2018,0,0,1
1424,Ojovan,Avant,2018-2019,0,0,1
1425,Ojovan,Avant,2019-2020,1,6,11
1426,Ojovan,Avant,2020-2021,1,65,11
1427,Ojovan,Avant,2021-2022,0,27,1
1428,Oléon,Avant,2008-2009,0,0,1
1429,Oléon,Avant,2009-2010,0,0,1
1430,Oléon,Avant,2010-2011,0,0,1
1431,Oléon,Avant,2011-2012,2,10,21
1432,Oléon,Avant,2012-2013,1,13,11
1433,Oléon,Avant,2013-2014,1,2,11
1434,Oléon,Avant,2014-2015,0,0,1
1435,Oléon,Avant,2015-2016,0,3,1
1436,Oléon,Avant,2016-2017,0,1,1
1437,Oléon,Avant,2017-2018,0,0,1
1438,Oléon,Avant,2018-2019,0,0,1
1439,Oléon,Avant,2019-2020,0,0,1
1440,Oléon,Avant,2020-2021,0,0,1
1441,Oléon,Avant,2021-2022,0,0,1
1442,Paige,Charnière,2008-2009,0,0,1
1443,Paige,Charnière,2009-2010,0,0,1
1444,Paige,Charnière,2010-2011,0,0,1
1445,Paige,Charnière,2011-2012,0,0,1
1446,Paige,Charnière,2012-2013,0,0,1
1447,Paige,Charnière,2013-2014,0,0,1
1448,Paige,Charnière,2014-2015,0,0,1
1449,Paige,Charnière,2015-2016,0,0,1
1450,Paige,Charnière,2016-2017,0,0,1
1451,Paige,Charnière,2017-2018,0,0,1
1452,Paige,Charnière,2018-2019,0,4,1
1453,Paige,Charnière,2019-2020,1,18,11
1454,Paige,Charnière,2020-2021,0,0,1
1455,Paige,Charnière,2021-2022,0,0,1
1456,Parra,Charnière,2008-2009,1,31,11
1457,Parra,Charnière,2009-2010,3,146,31
1458,Parra,Charnière,2010-2011,2,180,21
1459,Parra,Charnière,2011-2012,1,135,11
1460,Parra,Charnière,2012-2013,4,230,41
1461,Parra,Charnière,2013-2014,8,205,81
1462,Parra,Charnière,2014-2015,7,188,71
1463,Parra,Charnière,2015-2016,8,210,81
1464,Parra,Charnière,2016-2017,7,196,71
1465,Parra,Charnière,2017-2018,15,209,151
1466,Parra,Charnière,2018-2019,9,186,91
1467,Parra,Charnière,2019-2020,3,99,31
1468,Parra,Charnière,2020-2021,3,167,31
1469,Parra,Charnière,2021-2022,0,52,1
1470,Paulo,Avant,2008-2009,0,0,1
1471,Paulo,Avant,2009-2010,1,13,11
1472,Paulo,Avant,2010-2011,2,83,21
1473,Paulo,Avant,2011-2012,2,63,21
1474,Paulo,Avant,2012-2013,3,67,31
1475,Paulo,Avant,2013-2014,1,84,11
1476,Paulo,Avant,2014-2015,0,45,1
1477,Paulo,Avant,2015-2016,0,2,1
1478,Paulo,Avant,2016-2017,0,8,1
1479,Paulo,Avant,2017-2018,0,0,1
1480,Paulo,Avant,2018-2019,0,1,1
1481,Paulo,Avant,2019-2020,0,4,1
1482,Paulo,Avant,2020-2021,0,0,1
1483,Paulo,Avant,2021-2022,0,0,1
1484,Penaud,Arrière,2008-2009,0,0,1
1485,Penaud,Arrière,2009-2010,0,0,1
1486,Penaud,Arrière,2010-2011,0,0,1
1487,Penaud,Arrière,2011-2012,0,0,1
1488,Penaud,Arrière,2012-2013,0,0,1
1489,Penaud,Arrière,2013-2014,0,0,1
1490,Penaud,Arrière,2014-2015,0,16,1
1491,Penaud,Arrière,2015-2016,1,26,11
1492,Penaud,Arrière,2016-2017,5,99,51
1493,Penaud,Arrière,2017-2018,7,105,71
1494,Penaud,Arrière,2018-2019,5,170,51
1495,Penaud,Arrière,2019-2020,3,56,31
1496,Penaud,Arrière,2020-2021,4,96,41
1497,Penaud,Arrière,2021-2022,6,66,61
1498,Peni Ravai,Avant,2008-2009,0,0,1
1499,Peni Ravai,Avant,2009-2010,0,0,1
1500,Peni Ravai,Avant,2010-2011,0,0,1
1501,Peni Ravai,Avant,2011-2012,0,0,1
1502,Peni Ravai,Avant,2012-2013,0,0,1
1503,Peni Ravai,Avant,2013-2014,0,0,1
1504,Peni Ravai,Avant,2014-2015,0,0,1
1505,Peni Ravai,Avant,2015-2016,0,0,1
1506,Peni Ravai,Avant,2016-2017,0,0,1
1507,Peni Ravai,Avant,2017-2018,0,0,1
1508,Peni Ravai,Avant,2018-2019,0,0,1
1509,Peni Ravai,Avant,2019-2020,1,6,11
1510,Peni Ravai,Avant,2020-2021,4,45,41
1511,Peni Ravai,Avant,2021-2022,1,11,11
1512,Pisi,Arrière,2008-2009,0,2,1
1513,Pisi,Arrière,2009-2010,0,0,1
1514,Pisi,Arrière,2010-2011,4,43,41
1515,Pisi,Arrière,2011-2012,0,0,1
1516,Pisi,Arrière,2012-2013,0,7,1
1517,Pisi,Arrière,2013-2014,0,5,1
1518,Pisi,Arrière,2014-2015,0,7,1
1519,Pisi,Arrière,2015-2016,0,0,1
1520,Pisi,Arrière,2016-2017,0,0,1
1521,Pisi,Arrière,2017-2018,0,5,1
1522,Pisi,Arrière,2018-2019,0,0,1
1523,Pisi,Arrière,2019-2020,0,4,1
1524,Pisi,Arrière,2020-2021,0,0,1
1525,Pisi,Arrière,2021-2022,0,0,1
1526,Planté,Arrière,2008-2009,0,5,1
1527,Planté,Arrière,2009-2010,0,12,1
1528,Planté,Arrière,2010-2011,0,5,1
1529,Planté,Arrière,2011-2012,0,5,1
1530,Planté,Arrière,2012-2013,0,4,1
1531,Planté,Arrière,2013-2014,0,3,1
1532,Planté,Arrière,2014-2015,1,9,11
1533,Planté,Arrière,2015-2016,4,71,41
1534,Planté,Arrière,2016-2017,2,74,21
1535,Planté,Arrière,2017-2018,0,9,1
1536,Planté,Arrière,2018-2019,0,5,1
1537,Planté,Arrière,2019-2020,0,6,1
1538,Planté,Arrière,2020-2021,0,1,1
1539,Planté,Arrière,2021-2022,0,2,1
1540,Pourailly,Arrière,2008-2009,0,0,1
1541,Pourailly,Arrière,2009-2010,0,0,1
1542,Pourailly,Arrière,2010-2011,0,0,1
1543,Pourailly,Arrière,2011-2012,0,0,1
1544,Pourailly,Arrière,2012-2013,0,0,1
1545,Pourailly,Arrière,2013-2014,0,0,1
1546,Pourailly,Arrière,2014-2015,0,0,1
1547,Pourailly,Arrière,2015-2016,0,0,1
1548,Pourailly,Arrière,2016-2017,0,0,1
1549,Pourailly,Arrière,2017-2018,0,4,1
1550,Pourailly,Arrière,2018-2019,0,0,1
1551,Pourailly,Arrière,2019-2020,0,2,1
1552,Pourailly,Arrière,2020-2021,1,39,11
1553,Pourailly,Arrière,2021-2022,0,15,1
1554,Privat,Avant,2008-2009,0,62,1
1555,Privat,Avant,2009-2010,2,73,21
1556,Privat,Avant,2010-2011,3,82,31
1557,Privat,Avant,2011-2012,0,5,1
1558,Privat,Avant,2012-2013,0,9,1
1559,Privat,Avant,2013-2014,0,6,1
1560,Privat,Avant,2014-2015,0,2,1
1561,Privat,Avant,2015-2016,0,6,1
1562,Privat,Avant,2016-2017,0,9,1
1563,Privat,Avant,2017-2018,1,1,11
1564,Privat,Avant,2018-2019,0,3,1
1565,Privat,Avant,2019-2020,0,4,1
1566,Privat,Avant,2020-2021,0,2,1
1567,Privat,Avant,2021-2022,0,1,1
1568,Pélissié,Avant,2008-2009,0,0,1
1569,Pélissié,Avant,2009-2010,0,0,1
1570,Pélissié,Avant,2010-2011,0,0,1
1571,Pélissié,Avant,2011-2012,0,0,1
1572,Pélissié,Avant,2012-2013,0,0,1
1573,Pélissié,Avant,2013-2014,0,12,1
1574,Pélissié,Avant,2014-2015,0,5,1
1575,Pélissié,Avant,2015-2016,0,1,1
1576,Pélissié,Avant,2016-2017,0,0,1
1577,Pélissié,Avant,2017-2018,1,12,11
1578,Pélissié,Avant,2018-2019,0,0,1
1579,Pélissié,Avant,2019-2020,1,10,11
1580,Pélissié,Avant,2020-2021,2,81,21
1581,Pélissié,Avant,2021-2022,1,25,11
1582,Radosavljevic,Charnière,2008-2009,0,9,1
1583,Radosavljevic,Charnière,2009-2010,1,14,11
1584,Radosavljevic,Charnière,2010-2011,0,24,1
1585,Radosavljevic,Charnière,2011-2012,1,39,11
1586,Radosavljevic,Charnière,2012-2013,0,70,1
1587,Radosavljevic,Charnière,2013-2014,2,50,21
1588,Radosavljevic,Charnière,2014-2015,0,97,1
1589,Radosavljevic,Charnière,2015-2016,3,72,31
1590,Radosavljevic,Charnière,2016-2017,1,83,11
1591,Radosavljevic,Charnière,2017-2018,0,8,1
1592,Radosavljevic,Charnière,2018-2019,0,3,1
1593,Radosavljevic,Charnière,2019-2020,0,1,1
1594,Radosavljevic,Charnière,2020-2021,0,0,1
1595,Radosavljevic,Charnière,2021-2022,0,0,1
1596,Raka,Arrière,2008-2009,0,1,1
1597,Raka,Arrière,2009-2010,0,5,1
1598,Raka,Arrière,2010-2011,0,1,1
1599,Raka,Arrière,2011-2012,0,1,1
1600,Raka,Arrière,2012-2013,0,0,1
1601,Raka,Arrière,2013-2014,0,0,1
1602,Raka,Arrière,2014-2015,0,5,1
1603,Raka,Arrière,2015-2016,7,73,71
1604,Raka,Arrière,2016-2017,0,70,1
1605,Raka,Arrière,2017-2018,6,112,61
1606,Raka,Arrière,2018-2019,5,110,51
1607,Raka,Arrière,2019-2020,2,58,21
1608,Raka,Arrière,2020-2021,3,109,31
1609,Raka,Arrière,2021-2022,0,42,1
1610,Rougerie,Arrière,2008-2009,2,106,21
1611,Rougerie,Arrière,2009-2010,1,121,11
1612,Rougerie,Arrière,2010-2011,2,124,21
1613,Rougerie,Arrière,2011-2012,0,105,1
1614,Rougerie,Arrière,2012-2013,5,145,51
1615,Rougerie,Arrière,2013-2014,2,150,21
1616,Rougerie,Arrière,2014-2015,2,162,21
1617,Rougerie,Arrière,2015-2016,6,142,61
1618,Rougerie,Arrière,2016-2017,1,111,11
1619,Rougerie,Arrière,2017-2018,4,85,41
1620,Rougerie,Arrière,2018-2019,0,4,1
1621,Rougerie,Arrière,2019-2020,0,6,1
1622,Rougerie,Arrière,2020-2021,0,2,1
1623,Rougerie,Arrière,2021-2022,0,6,1
1624,Roulin,Avant,2008-2009,0,1,1
1625,Roulin,Avant,2009-2010,0,2,1
1626,Roulin,Avant,2010-2011,0,2,1
1627,Roulin,Avant,2011-2012,0,3,1
1628,Roulin,Avant,2012-2013,0,4,1
1629,Roulin,Avant,2013-2014,1,13,11
1630,Roulin,Avant,2014-2015,0,0,1
1631,Roulin,Avant,2015-2016,0,1,1
1632,Roulin,Avant,2016-2017,0,0,1
1633,Roulin,Avant,2017-2018,0,0,1
1634,Roulin,Avant,2018-2019,0,0,1
1635,Roulin,Avant,2019-2020,0,0,1
1636,Roulin,Avant,2020-2021,0,0,1
1637,Roulin,Avant,2021-2022,0,0,1
1638,Roux,Avant,2008-2009,3,23,31
1639,Roux,Avant,2009-2010,0,5,1
1640,Roux,Avant,2010-2011,0,16,1
1641,Roux,Avant,2011-2012,0,8,1
1642,Roux,Avant,2012-2013,0,20,1
1643,Roux,Avant,2013-2014,0,33,1
1644,Roux,Avant,2014-2015,0,24,1
1645,Roux,Avant,2015-2016,0,31,1
1646,Roux,Avant,2016-2017,0,15,1
1647,Roux,Avant,2017-2018,0,16,1
1648,Roux,Avant,2018-2019,0,6,1
1649,Roux,Avant,2019-2020,0,9,1
1650,Roux,Avant,2020-2021,0,6,1
1651,Roux,Avant,2021-2022,0,5,1
1652,Ruaud,Avant,2008-2009,0,0,1
1653,Ruaud,Avant,2009-2010,0,0,1
1654,Ruaud,Avant,2010-2011,0,0,1
1655,Ruaud,Avant,2011-2012,0,0,1
1656,Ruaud,Avant,2012-2013,0,0,1
1657,Ruaud,Avant,2013-2014,0,0,1
1658,Ruaud,Avant,2014-2015,0,0,1
1659,Ruaud,Avant,2015-2016,0,5,1
1660,Ruaud,Avant,2016-2017,0,7,1
1661,Ruaud,Avant,2017-2018,0,27,1
1662,Ruaud,Avant,2018-2019,0,21,1
1663,Ruaud,Avant,2019-2020,1,7,11
1664,Ruaud,Avant,2020-2021,0,0,1
1665,Ruaud,Avant,2021-2022,0,0,1
1666,Rude,Avant,2008-2009,0,4,1
1667,Rude,Avant,2009-2010,0,11,1
1668,Rude,Avant,2010-2011,0,18,1
1669,Rude,Avant,2011-2012,0,27,1
1670,Rude,Avant,2012-2013,0,17,1
1671,Rude,Avant,2013-2014,0,11,1
1672,Rude,Avant,2014-2015,0,18,1
1673,Rude,Avant,2015-2016,1,26,11
1674,Rude,Avant,2016-2017,0,13,1
1675,Rude,Avant,2017-2018,0,16,1
1676,Rude,Avant,2018-2019,0,16,1
1677,Rude,Avant,2019-2020,0,18,1
1678,Rude,Avant,2020-2021,0,14,1
1679,Rude,Avant,2021-2022,0,6,1
1680,Russell,Arrière,2008-2009,2,71,21
1681,Russell,Arrière,2009-2010,0,70,1
1682,Russell,Arrière,2010-2011,0,27,1
1683,Russell,Arrière,2011-2012,0,47,1
1684,Russell,Arrière,2012-2013,0,1,1
1685,Russell,Arrière,2013-2014,0,0,1
1686,Russell,Arrière,2014-2015,0,0,1
1687,Russell,Arrière,2015-2016,0,0,1
1688,Russell,Arrière,2016-2017,0,0,1
1689,Russell,Arrière,2017-2018,0,4,1
1690,Russell,Arrière,2018-2019,0,9,1
1691,Russell,Arrière,2019-2020,0,14,1
1692,Russell,Arrière,2020-2021,0,6,1
1693,Russell,Arrière,2021-2022,0,2,1
1694,Samson,Avant,2008-2009,0,26,1
1695,Samson,Avant,2009-2010,0,40,1
1696,Samson,Avant,2010-2011,0,4,1
1697,Samson,Avant,2011-2012,0,8,1
1698,Samson,Avant,2012-2013,0,18,1
1699,Samson,Avant,2013-2014,1,20,11
1700,Samson,Avant,2014-2015,0,4,1
1701,Samson,Avant,2015-2016,0,4,1
1702,Samson,Avant,2016-2017,0,2,1
1703,Samson,Avant,2017-2018,0,3,1
1704,Samson,Avant,2018-2019,0,1,1
1705,Samson,Avant,2019-2020,0,1,1
1706,Samson,Avant,2020-2021,0,0,1
1707,Samson,Avant,2021-2022,0,0,1
1708,Sanga,Charnière,2008-2009,0,0,1
1709,Sanga,Charnière,2009-2010,0,0,1
1710,Sanga,Charnière,2010-2011,0,0,1
1711,Sanga,Charnière,2011-2012,0,0,1
1712,Sanga,Charnière,2012-2013,0,0,1
1713,Sanga,Charnière,2013-2014,0,0,1
1714,Sanga,Charnière,2014-2015,0,3,1
1715,Sanga,Charnière,2015-2016,1,40,11
1716,Sanga,Charnière,2016-2017,0,12,1
1717,Sanga,Charnière,2017-2018,0,2,1
1718,Sanga,Charnière,2018-2019,0,1,1
1719,Sanga,Charnière,2019-2020,0,0,1
1720,Sanga,Charnière,2020-2021,0,0,1
1721,Sanga,Charnière,2021-2022,0,0,1
1722,Scelzo,Avant,2008-2009,2,45,21
1723,Scelzo,Avant,2009-2010,3,66,31
1724,Scelzo,Avant,2010-2011,1,54,11
1725,Scelzo,Avant,2011-2012,0,1,1
1726,Scelzo,Avant,2012-2013,0,0,1
1727,Scelzo,Avant,2013-2014,0,1,1
1728,Scelzo,Avant,2014-2015,0,0,1
1729,Scelzo,Avant,2015-2016,0,3,1
1730,Scelzo,Avant,2016-2017,0,1,1
1731,Scelzo,Avant,2017-2018,0,0,1
1732,Scelzo,Avant,2018-2019,0,2,1
1733,Scelzo,Avant,2019-2020,0,2,1
1734,Scelzo,Avant,2020-2021,0,1,1
1735,Scelzo,Avant,2021-2022,0,1,1
1736,Senio,Charnière,2008-2009,0,87,1
1737,Senio,Charnière,2009-2010,2,79,21
1738,Senio,Charnière,2010-2011,0,48,1
1739,Senio,Charnière,2011-2012,1,53,11
1740,Senio,Charnière,2012-2013,0,26,1
1741,Senio,Charnière,2013-2014,0,1,1
1742,Senio,Charnière,2014-2015,0,5,1
1743,Senio,Charnière,2015-2016,0,2,1
1744,Senio,Charnière,2016-2017,0,0,1
1745,Senio,Charnière,2017-2018,0,0,1
1746,Senio,Charnière,2018-2019,0,1,1
1747,Senio,Charnière,2019-2020,0,2,1
1748,Senio,Charnière,2020-2021,0,0,1
1749,Senio,Charnière,2021-2022,0,1,1
1750,Septar,Arrière,2008-2009,0,0,1
1751,Septar,Arrière,2009-2010,0,0,1
1752,Septar,Arrière,2010-2011,0,0,1
1753,Septar,Arrière,2011-2012,0,0,1
1754,Septar,Arrière,2012-2013,0,0,1
1755,Septar,Arrière,2013-2014,0,0,1
1756,Septar,Arrière,2014-2015,0,0,1
1757,Septar,Arrière,2015-2016,0,8,1
1758,Septar,Arrière,2016-2017,0,9,1
1759,Septar,Arrière,2017-2018,0,12,1
1760,Septar,Arrière,2018-2019,0,4,1
1761,Septar,Arrière,2019-2020,0,3,1
1762,Septar,Arrière,2020-2021,0,1,1
1763,Septar,Arrière,2021-2022,0,1,1
1764,Simutoga,Avant,2008-2009,0,0,1
1765,Simutoga,Avant,2009-2010,0,0,1
1766,Simutoga,Avant,2010-2011,0,1,1
1767,Simutoga,Avant,2011-2012,0,0,1
1768,Simutoga,Avant,2012-2013,0,0,1
1769,Simutoga,Avant,2013-2014,0,1,1
1770,Simutoga,Avant,2014-2015,0,15,1
1771,Simutoga,Avant,2015-2016,2,30,21
1772,Simutoga,Avant,2016-2017,0,15,1
1773,Simutoga,Avant,2017-2018,0,25,1
1774,Simutoga,Avant,2018-2019,1,52,11
1775,Simutoga,Avant,2019-2020,0,0,1
1776,Simutoga,Avant,2020-2021,0,6,1
1777,Simutoga,Avant,2021-2022,0,1,1
1778,Sivivatu,Arrière,2008-2009,0,0,1
1779,Sivivatu,Arrière,2009-2010,0,0,1
1780,Sivivatu,Arrière,2010-2011,1,9,11
1781,Sivivatu,Arrière,2011-2012,3,75,31
1782,Sivivatu,Arrière,2012-2013,1,108,11
1783,Sivivatu,Arrière,2013-2014,0,118,1
1784,Sivivatu,Arrière,2014-2015,0,10,1
1785,Sivivatu,Arrière,2015-2016,0,5,1
1786,Sivivatu,Arrière,2016-2017,0,0,1
1787,Sivivatu,Arrière,2017-2018,0,1,1
1788,Sivivatu,Arrière,2018-2019,0,0,1
1789,Sivivatu,Arrière,2019-2020,0,0,1
1790,Sivivatu,Arrière,2020-2021,0,1,1
1791,Sivivatu,Arrière,2021-2022,0,0,1
1792,Skrela,Charnière,2008-2009,0,10,1
1793,Skrela,Charnière,2009-2010,0,2,1
1794,Skrela,Charnière,2010-2011,1,25,11
1795,Skrela,Charnière,2011-2012,5,125,51
1796,Skrela,Charnière,2012-2013,1,113,11
1797,Skrela,Charnière,2013-2014,0,10,1
1798,Skrela,Charnière,2014-2015,0,2,1
1799,Skrela,Charnière,2015-2016,0,0,1
1800,Skrela,Charnière,2016-2017,0,0,1
1801,Skrela,Charnière,2017-2018,0,0,1
1802,Skrela,Charnière,2018-2019,0,0,1
1803,Skrela,Charnière,2019-2020,0,0,1
1804,Skrela,Charnière,2020-2021,0,0,1
1805,Skrela,Charnière,2021-2022,0,0,1
1806,Slimani,Avant,2008-2009,0,2,1
1807,Slimani,Avant,2009-2010,0,2,1
1808,Slimani,Avant,2010-2011,0,3,1
1809,Slimani,Avant,2011-2012,0,2,1
1810,Slimani,Avant,2012-2013,0,3,1
1811,Slimani,Avant,2013-2014,0,19,1
1812,Slimani,Avant,2014-2015,0,19,1
1813,Slimani,Avant,2015-2016,0,27,1
1814,Slimani,Avant,2016-2017,1,23,11
1815,Slimani,Avant,2017-2018,3,105,31
1816,Slimani,Avant,2018-2019,4,86,41
